file_name,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
105415-2-0-21.wav,0.7529969,0.5604142,0.4750678,0.37590957,0.59239316,0.41750693,0.42573997,0.32401747,0.45362353,0.48771796,0.28355867,0.46435267,0.33989322
105415-2-0-24.wav,0.7671077,0.5075808,0.49238986,0.43512037,0.5837682,0.4344605,0.45566204,0.42976248,0.45929515,0.50778174,0.2836783,0.45926154,0.38336515
105415-2-0-4.wav,0.7705086,0.53190124,0.48575652,0.43250364,0.5747519,0.44475174,0.45098197,0.3655675,0.5355542,0.49233446,0.3423879,0.5072341,0.38772827
105415-2-0-6.wav,0.74110824,0.5504267,0.4975642,0.43155736,0.6182324,0.47003645,0.4533074,0.32925746,0.46268368,0.49459574,0.3430425,0.52526474,0.4004184
105415-2-0-8.wav,0.71559316,0.5789817,0.5096074,0.41298363,0.6108303,0.4067695,0.40023854,0.30740905,0.438866,0.49309897,0.28402883,0.50154704,0.42622352
106905-8-0-0.wav,0.8945361,0.44412893,0.44963342,0.45327362,0.5319925,0.5775176,0.47571388,0.28632146,0.63855267,0.5610457,0.41093883,0.6828418,0.37258628
106905-8-0-1.wav,0.87915415,0.48373288,0.40708297,0.43191838,0.5231771,0.5872013,0.50594115,0.3321092,0.59710616,0.5295682,0.38777068,0.6743241,0.38476104
106905-8-0-2.wav,0.85489637,0.50989145,0.3839405,0.42333087,0.5452461,0.61407536,0.5056893,0.25908566,0.60694194,0.5587797,0.4315319,0.6202715,0.35452855
106905-8-0-3.wav,0.8385092,0.5183337,0.39113143,0.43237412,0.5172687,0.60699254,0.51897925,0.27531245,0.6330923,0.53906417,0.4105638,0.6484745,0.41711918
108041-9-0-11.wav,0.8392336,0.4802073,0.46975964,0.58614963,0.5338663,0.4821923,0.42189685,0.36363372,0.40109366,0.5551529,0.35320085,0.60235476,0.3414899
108041-9-0-2.wav,0.85631955,0.505121,0.5206477,0.5334953,0.55586505,0.49652097,0.43560076,0.41681552,0.41067034,0.54239315,0.3537821,0.6222702,0.39970192
108041-9-0-4.wav,0.8493381,0.5116811,0.4826511,0.5419381,0.49430496,0.47270498,0.42588475,0.40562007,0.33098242,0.5245833,0.3801741,0.6320112,0.3071102
108041-9-0-5.wav,0.83982885,0.50756216,0.5029074,0.58185077,0.520716,0.46921286,0.41408092,0.3563678,0.3229643,0.5116333,0.34742576,0.60603726,0.34500858
108041-9-0-6.wav,0.8370993,0.5155611,0.51924396,0.5912762,0.564392,0.50243574,0.41412976,0.3060267,0.38167968,0.5331499,0.3224452,0.6208206,0.31200284
108041-9-0-7.wav,0.83571786,0.5119337,0.53194374,0.5529919,0.53513944,0.51801187,0.43089548,0.3803777,0.4029832,0.51675475,0.32236618,0.6204539,0.39013463
108041-9-0-9.wav,0.83930945,0.47412178,0.48504364,0.5168183,0.47917032,0.5176328,0.4558775,0.4660331,0.38729504,0.49365902,0.37427247,0.6715282,0.49452445
108362-2-0-11.wav,0.78506196,0.57180095,0.41184348,0.4485728,0.5010596,0.57710665,0.5589766,0.3269851,0.55717707,0.5410804,0.39899662,0.5820744,0.66352725
108362-2-0-12.wav,0.7903621,0.575023,0.42470658,0.45223147,0.47947156,0.5711997,0.58647525,0.3446959,0.5855731,0.54856956,0.40873417,0.6137884,0.6267974
108362-2-0-21.wav,0.81291115,0.5327958,0.46110535,0.4489731,0.49047178,0.5144225,0.524463,0.4834295,0.5144531,0.5343827,0.43656847,0.59508854,0.5454441
108362-2-0-23.wav,0.7972512,0.56896687,0.45492935,0.48652548,0.49426907,0.5739295,0.5789819,0.44175997,0.53292656,0.5699381,0.4097034,0.61970437,0.5419246
108362-2-0-29.wav,0.7619877,0.639719,0.53657544,0.49876603,0.5475414,0.5578725,0.5648224,0.55286384,0.6053079,0.646889,0.5555194,0.6826801,0.58778363
108362-2-0-30.wav,0.7538395,0.60788,0.5078882,0.47006083,0.52024126,0.51040566,0.51532936,0.46865755,0.53015035,0.6269338,0.5114266,0.66130996,0.53689104
108362-2-0-7.wav,0.76634663,0.5710069,0.50741446,0.4709669,0.48182577,0.5299268,0.5168873,0.5209546,0.58138263,0.5592711,0.46751142,0.58233523,0.53518796
108362-2-0-9.wav,0.7962753,0.53582966,0.43956357,0.49111828,0.5064559,0.5812409,0.5310449,0.40332666,0.56966585,0.5692132,0.44970876,0.5824458,0.5332905
113205-5-0-0.wav,0.51732445,0.5888727,0.843613,0.6820856,0.7452988,0.6349267,0.5881498,0.5322868,0.5886844,0.59276366,0.46676257,0.6048131,0.54555404
113205-5-1-0.wav,0.55873764,0.6854019,0.8681667,0.73628527,0.8002233,0.69174695,0.61209303,0.5925301,0.56772006,0.6166482,0.464454,0.5855185,0.5447987
113205-5-1-1.wav,0.5477115,0.67412174,0.8653983,0.72322404,0.80683976,0.7169106,0.6134142,0.65598154,0.59470123,0.639656,0.50166696,0.61083364,0.55348593
113205-5-1-2.wav,0.5509204,0.6701322,0.84862304,0.7138205,0.79505724,0.71256435,0.62277406,0.6762419,0.61762345,0.6532719,0.5250164,0.6233191,0.5471857
113205-5-1-3.wav,0.55009246,0.6690841,0.84589577,0.7174896,0.78829026,0.71551347,0.62597525,0.6830914,0.63447404,0.65010846,0.52768725,0.6186091,0.5544879
113205-5-1-4.wav,0.55237854,0.668388,0.84456027,0.71646786,0.79022396,0.7124532,0.62589884,0.68075407,0.642066,0.65389407,0.49739432,0.6080864,0.557049
113205-5-1-5.wav,0.5491033,0.6667479,0.85795575,0.7157293,0.7956901,0.71616375,0.6265725,0.6750895,0.62865347,0.65417475,0.4925344,0.6074831,0.5622207
113205-5-1-6.wav,0.54455364,0.6637156,0.8653711,0.7228166,0.80298924,0.72962093,0.6235662,0.6690856,0.61716217,0.6494194,0.50853413,0.60661113,0.57207876
113205-5-1-7.wav,0.5460696,0.6599654,0.8584429,0.7327631,0.8145551,0.72487617,0.61387676,0.6648765,0.6201117,0.6535624,0.5090606,0.60707116,0.5693162
113205-5-1-8.wav,0.54465044,0.6573082,0.8588102,0.7437,0.82031757,0.71923745,0.6059049,0.6626915,0.62927234,0.66182715,0.51329994,0.5974896,0.5658742
113205-5-1-9.wav,0.54549867,0.6607802,0.85811305,0.73932934,0.8150004,0.7160607,0.60176516,0.66385514,0.63504755,0.67305386,0.5241433,0.59081864,0.5605786
114587-3-0-2.wav,0.5784582,0.33597326,0.42536026,0.27743626,0.3923641,0.31977597,0.57933986,0.61197615,0.5090427,0.526421,0.3416958,0.45486182,0.4963937
114587-3-0-4.wav,0.69401306,0.307158,0.30524755,0.21856809,0.2713894,0.31139192,0.52251625,0.57923037,0.45929328,0.53111446,0.2665895,0.4786668,0.5370048
114587-3-0-5.wav,0.6605321,0.31243652,0.3309976,0.21662916,0.27932918,0.33088773,0.5332213,0.5106545,0.39653507,0.54903334,0.25316146,0.45455715,0.48247415
114587-3-0-7.wav,0.58396244,0.36542574,0.37065634,0.26899678,0.36237824,0.29206532,0.53116804,0.5884589,0.5674859,0.53900564,0.24337827,0.39468318,0.46657276
118101-3-0-0.wav,0.5077981,0.46833476,0.4536519,0.20200926,0.5241958,0.41746533,0.49722663,0.5871295,0.6561398,0.6012919,0.46653667,0.5760639,0.49519926
118101-3-0-3.wav,0.37953228,0.47485536,0.5283343,0.4220044,0.59582937,0.42278624,0.5381946,0.50922847,0.6211125,0.65514517,0.46159244,0.63886607,0.46896982
118101-3-0-4.wav,0.38824493,0.47739568,0.53705746,0.39530593,0.58670074,0.42673472,0.5230423,0.5075108,0.63922435,0.65501386,0.41838145,0.6126162,0.50709176
118101-3-0-6.wav,0.35489547,0.32266718,0.65929955,0.48191494,0.6443895,0.4229063,0.5561468,0.47302157,0.6018454,0.62511235,0.46562648,0.5799951,0.53749293
118279-8-0-0.wav,0.578246,0.67636,0.58957314,0.5064477,0.6138971,0.6810738,0.69558084,0.7199769,0.5825863,0.6251817,0.5341442,0.7170232,0.5586816
118279-8-0-1.wav,0.5769043,0.6686338,0.582876,0.51292497,0.6206829,0.71252537,0.673579,0.6572871,0.54915005,0.6500052,0.5830541,0.7144156,0.5422881
118279-8-0-10.wav,0.5758897,0.67632145,0.56847817,0.47846815,0.6054543,0.6819735,0.6782489,0.7196185,0.547976,0.6449743,0.5439481,0.6523241,0.41469207
118279-8-0-11.wav,0.5714832,0.6698528,0.5657468,0.48850057,0.6355143,0.7233484,0.6824424,0.6350723,0.50804776,0.65684146,0.56224257,0.6672172,0.4081105
118279-8-0-12.wav,0.57050407,0.6725875,0.5642952,0.48977134,0.5709237,0.6663633,0.6728393,0.70850194,0.50968677,0.62280816,0.4492088,0.6988686,0.4305292
118279-8-0-13.wav,0.5649576,0.6615171,0.5871813,0.52784085,0.6109686,0.6734084,0.6712392,0.6504847,0.47803727,0.66956365,0.5172638,0.70353836,0.43955886
118279-8-0-14.wav,0.56216234,0.6632955,0.59603673,0.52356786,0.6172281,0.66017467,0.6516429,0.6997433,0.52419007,0.65314806,0.49836975,0.6799065,0.4441794
118279-8-0-2.wav,0.58328164,0.6588808,0.57730263,0.52179205,0.5935802,0.6895741,0.6532008,0.701079,0.5824027,0.6597768,0.5198771,0.6765333,0.50613123
118279-8-0-3.wav,0.62938374,0.5988276,0.56423426,0.5507931,0.5600947,0.6323474,0.6057878,0.69074774,0.6141072,0.6834283,0.4725348,0.7029465,0.46582866
118279-8-0-4.wav,0.6705573,0.54156196,0.5277122,0.5621778,0.5540661,0.6505965,0.5761633,0.66177386,0.56831664,0.7031231,0.44169745,0.7072241,0.4427247
118279-8-0-5.wav,0.6686752,0.54340816,0.5148263,0.54961306,0.5510785,0.6712055,0.59780633,0.64814174,0.55257475,0.6894438,0.44069758,0.6830895,0.44314808
118279-8-0-6.wav,0.623913,0.60068506,0.5251918,0.5047766,0.58145434,0.6888372,0.6598929,0.5892589,0.48350975,0.63680845,0.4736781,0.648217,0.44579527
118279-8-0-7.wav,0.5848323,0.6537856,0.5529068,0.448283,0.5688036,0.66575414,0.6947768,0.6874622,0.4666114,0.59513974,0.4695573,0.6686733,0.397241
118279-8-0-8.wav,0.58093137,0.65121746,0.5473162,0.463042,0.5889063,0.7012285,0.6604705,0.61775976,0.42674828,0.6416526,0.54759264,0.67806804,0.34448826
118279-8-0-9.wav,0.58014727,0.6681403,0.5366778,0.46849984,0.5836404,0.69054943,0.6598126,0.68230397,0.48161623,0.62665546,0.50230235,0.6355414,0.40139621
118963-3-0-0.wav,0.4483673,0.26105136,0.621488,0.39094365,0.60644543,0.45200077,0.5201229,0.4231873,0.5428276,0.54873025,0.4530928,0.56140864,0.52136683
119455-5-0-0.wav,0.7837002,0.43412852,0.71152735,0.4710226,0.51957035,0.5146223,0.52687955,0.6017161,0.56202114,0.6217532,0.5130819,0.68725705,0.6364022
119455-5-0-1.wav,0.7869079,0.42873663,0.71432316,0.46639368,0.5268026,0.5285894,0.5242877,0.5992305,0.5339013,0.61920923,0.5390933,0.69760484,0.6512271
119455-5-0-2.wav,0.787747,0.42299753,0.7101606,0.47070894,0.51996017,0.5346397,0.53030777,0.6062325,0.5287615,0.6187798,0.5413034,0.70874166,0.6463025
119455-5-0-3.wav,0.7888064,0.4231266,0.7052066,0.4805342,0.5173254,0.5327033,0.5374805,0.6005194,0.5244998,0.61266387,0.54756564,0.7253144,0.6540041
119455-5-0-4.wav,0.7867819,0.42411035,0.70500094,0.4820044,0.52005273,0.5287766,0.5421217,0.59368,0.5233284,0.60721415,0.55020905,0.7208934,0.66923004
119455-5-0-5.wav,0.7875083,0.4251708,0.69706625,0.48176935,0.5143998,0.52446556,0.55415595,0.6010342,0.5192247,0.61856437,0.54051685,0.7256511,0.6765833
119455-5-0-6.wav,0.79148775,0.41859853,0.69289976,0.47362846,0.50844747,0.5197307,0.5490433,0.6195649,0.51339555,0.623718,0.54565907,0.73448807,0.67413265
119455-5-0-7.wav,0.79073584,0.409102,0.6941625,0.468268,0.49857646,0.5269155,0.5362265,0.6373308,0.5346324,0.6242859,0.560851,0.7224861,0.6831627
122690-6-0-0.wav,0.6304678,0.5925408,0.46672076,0.2960835,0.4701,0.3476511,0.42871907,0.38746196,0.5244807,0.5525033,0.3776555,0.5217719,0.47881168
124489-9-0-12.wav,0.7794072,0.5209695,0.6208128,0.5311486,0.7040386,0.4890121,0.593467,0.46390074,0.5272926,0.635155,0.405836,0.62841284,0.49836764
124489-9-0-14.wav,0.77802753,0.51257896,0.61351824,0.5472504,0.70371485,0.49016708,0.62697554,0.46733996,0.51180893,0.5708127,0.37914702,0.6189098,0.48258513
124489-9-0-16.wav,0.7667949,0.5281054,0.6288107,0.54823023,0.7142205,0.490607,0.6527934,0.5189358,0.5250928,0.56735706,0.36688992,0.6018344,0.45482108
124489-9-0-17.wav,0.75758195,0.5614983,0.62634414,0.529908,0.6935328,0.4941851,0.6159945,0.4977553,0.5010679,0.58862567,0.36925647,0.63635826,0.50073594
124489-9-0-18.wav,0.77033776,0.5741558,0.59274006,0.5072239,0.6772683,0.47664273,0.5888452,0.4839876,0.50271785,0.610639,0.381702,0.65339696,0.5609913
124489-9-0-6.wav,0.78610665,0.56448865,0.6210612,0.5097083,0.6981808,0.481376,0.5633658,0.45341367,0.54032403,0.6417411,0.38371986,0.6417011,0.48944294
125791-3-0-12.wav,0.65045965,0.5909536,0.47525105,0.28067374,0.5739437,0.38315898,0.4210621,0.4626659,0.50829965,0.6406803,0.5163381,0.78594446,0.7026783
125791-3-0-13.wav,0.6229286,0.58792603,0.46413502,0.32021397,0.6046924,0.43623808,0.46312213,0.42357188,0.5209117,0.6458976,0.5101706,0.77137715,0.72138953
125791-3-0-15.wav,0.5613152,0.5932355,0.51560646,0.35453826,0.5954979,0.4301858,0.5751781,0.5112262,0.5090235,0.6090518,0.5604713,0.72462016,0.73800987
125791-3-0-9.wav,0.55616516,0.571695,0.54488415,0.44244322,0.6387665,0.5292533,0.58564574,0.5298136,0.6157111,0.6910453,0.59015566,0.78803116,0.66045415
127873-0-0-0.wav,0.51660967,0.4251513,0.6250018,0.51130486,0.63167745,0.49239802,0.47270405,0.43035915,0.4821355,0.5512308,0.44183975,0.58053887,0.48868644
130030-3-0-0.wav,0.558004,0.5031032,0.6621606,0.33896294,0.5199199,0.40423822,0.43230876,0.40471697,0.5138796,0.4699571,0.37858936,0.5247835,0.5291721
132016-9-0-0.wav,0.65605104,0.68285143,0.6703033,0.52558696,0.7174655,0.6435657,0.53276473,0.5240574,0.65470874,0.5845679,0.46515518,0.66167665,0.53861713
132016-9-0-11.wav,0.70475054,0.6292553,0.6792054,0.49905148,0.76169235,0.6170426,0.4796865,0.5165597,0.60871977,0.57679635,0.39966443,0.561013,0.47737932
132016-9-0-14.wav,0.7400651,0.57132053,0.6947277,0.5326639,0.70534307,0.658332,0.5049402,0.44300854,0.621111,0.565692,0.40251607,0.61131006,0.38722545
132016-9-0-16.wav,0.7512628,0.531452,0.7010687,0.53988034,0.7000983,0.6753971,0.5201369,0.470155,0.6225793,0.5182013,0.35798734,0.64268523,0.37949437
132016-9-0-20.wav,0.7119697,0.5946486,0.66025996,0.5567862,0.68332887,0.6436384,0.4958513,0.53644294,0.67159957,0.5354748,0.3815042,0.6946025,0.5136558
132016-9-0-6.wav,0.70591503,0.61851346,0.6513765,0.5072806,0.6932192,0.61390555,0.44007808,0.5816475,0.5941799,0.5348066,0.36734015,0.6358221,0.6032917
134717-0-0-0.wav,0.75647473,0.74236614,0.6442247,0.43382472,0.6178466,0.4185151,0.41906226,0.52416,0.38812235,0.551925,0.3195908,0.48530355,0.21556059
134717-0-0-1.wav,0.75619936,0.737877,0.6389277,0.430809,0.6136839,0.41624767,0.4169759,0.52118576,0.3852638,0.55031246,0.32054034,0.48643875,0.20660052
134717-0-0-12.wav,0.7538562,0.7304646,0.6362521,0.43030524,0.6109055,0.409993,0.4138373,0.52527237,0.3967643,0.5596945,0.3253355,0.48229226,0.20797062
134717-0-0-13.wav,0.75340354,0.7294222,0.63650864,0.4270272,0.60963416,0.40790308,0.41826674,0.53103137,0.4004601,0.55489826,0.31769663,0.4784425,0.20821807
134717-0-0-14.wav,0.7529679,0.7319118,0.6351485,0.42919242,0.6056791,0.4111199,0.41955593,0.5362715,0.393661,0.55491364,0.3065045,0.47395813,0.19441459
134717-0-0-15.wav,0.754017,0.7349617,0.63585347,0.43133727,0.6087155,0.41249675,0.4168989,0.52832407,0.38718063,0.5532947,0.31804487,0.48306638,0.20031506
134717-0-0-16.wav,0.75442505,0.7378085,0.64038146,0.43326893,0.6158476,0.40793937,0.41957644,0.5244618,0.3905283,0.54767764,0.3309196,0.4843144,0.21387082
134717-0-0-18.wav,0.75360495,0.73625004,0.6414947,0.43335637,0.6103284,0.4120953,0.42127073,0.52806956,0.395375,0.5563537,0.325907,0.48131528,0.20140761
134717-0-0-19.wav,0.75346816,0.7332111,0.63761777,0.42800087,0.6055964,0.40632725,0.4211511,0.53122926,0.39673677,0.55539244,0.32929158,0.48806685,0.20752302
134717-0-0-2.wav,0.7547625,0.73530227,0.63891417,0.43302682,0.61149937,0.41229075,0.41446877,0.5231532,0.38801533,0.55384225,0.31594688,0.4787312,0.20131055
134717-0-0-20.wav,0.75191677,0.7282105,0.6310106,0.42154777,0.59934056,0.40124846,0.4182799,0.53495735,0.39535004,0.5492033,0.31927586,0.4835984,0.20344529
134717-0-0-21.wav,0.75227046,0.726484,0.6294462,0.4221403,0.5973187,0.4009861,0.41451573,0.5318981,0.39666417,0.55234814,0.3199352,0.47915745,0.20008746
134717-0-0-22.wav,0.7541862,0.7324161,0.63639456,0.42895862,0.6086854,0.40742266,0.4188701,0.5264858,0.39358717,0.5519088,0.32823238,0.48650312,0.21514305
134717-0-0-23.wav,0.75532806,0.7390191,0.6422724,0.43463832,0.6169995,0.4114283,0.42478058,0.52696586,0.38979104,0.54844236,0.3247338,0.48558313,0.22111619
